,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BEL.NS,BHARTIARTL.NS,CIPLA.NS,COALINDIA.NS,DRREDDY.NS,EICHERMOT.NS,ETERNAL.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHRIRAMFIN.NS,SUNPHARMA.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TRENT.NS,ULTRACEMCO.NS,WIPRO.NS
HINDALCO.NS,0.176222395477479,0.24972464343348727,0.10398428082028331,0.09193256442141211,0.2255277991302667,0.17871405535845503,0.201303775481735,0.25217392780368236,0.3604940247783669,0.2576971194029907,0.09682803165799626,0.36146627684508176,0.22499091358662937,0.2292694224138964,0.18308406827365584,0.4042486684589063,0.25362950120331557,0.26077447956945926,0.18596849071578178,0.23287919029508236,1.0,0.09178265897905012,0.20449102247078937,0.24597647947996412,0.2240401005220369,0.13749518519581078,0.6198395015820877,0.18742426933504283,0.2952671673259862,0.28070249317219015,0.24566201859629413,0.1357269486054869,0.3262418418558202,0.3912027659940485,0.29064027964614797,0.3400628795049815,0.20663239170298475,0.31256518437796177,0.26788183753680483,0.22345512685027405,0.1856991743934178,0.6725001609251932,0.20972296771127225,0.23524008003664737,0.19882611803974554,0.2670926788846707,0.2717030443306365,0.29509948421921656
HINDUNILVR.NS,-0.011216444286909974,0.03912488019153318,0.12628996344264481,0.3010383952568572,0.08167582343096445,0.11338070657605938,0.09924658000598262,0.10023594864313427,0.039966518651691554,0.141955805426753,0.0502330504550969,-0.010088013014905556,0.09893419157896105,0.1513172748119251,0.04506039715329449,0.18090038154250454,0.18901146252930792,0.09224391973436144,0.13197997753271667,0.2034672858328913,0.09178265897905012,1.0,0.027842792318882457,0.13525286047289584,0.1964023739158811,0.37243325324997084,0.14568623717114504,0.16846123402079183,0.035228380502916,0.1780471520908038,0.17988758814896155,0.4468219074233302,0.005317092740531514,0.030735803888783487,-0.015460523184321407,0.16815874380502788,0.23666741726540524,0.021194455555018157,0.0336569113075038,0.09961817893226445,0.39668087755789144,0.08360403074587423,0.18550244514443015,0.13013131440895262,0.18168644788586516,0.1292753097128002,0.15502543418712267,0.1860754695313281
ICICIBANK.NS,0.22302585680570455,0.32767532570155844,0.12043367938711634,0.15447395371927147,0.589609856286591,0.0725719583346368,0.32516128746870776,0.3751366677985848,0.2754802276747828,0.3299194873487079,0.06569783575830612,0.23425443864471898,0.014918549546527656,0.28568992147302924,0.130348282820422,0.3756711100464377,0.12833291234886546,0.4215911206905566,0.15797841339156504,0.15726166972763456,0.20449102247078937,0.027842792318882457,1.0,0.3335998356591719,0.21050499925093147,0.23958580930928217,0.3521638691163663,0.46750765813019746,0.33715230409121427,0.27375835350683814,0.2144328485994892,0.11291265854104626,0.2920282009871523,0.2601853102047482,0.24267280799093963,0.40350745385339337,0.19944018049290307,0.4899540964981845,0.35560837665053935,0.12265867525167531,0.1538874264005961,0.30602367243954837,0.1864978292065753,0.14584889047240288,0.16435557941967902,0.14969358700698707,0.3596097043220505,0.23297681232921882
INDUSINDBK.NS,0.242431963066624,0.34816203486839237,0.09813507683555962,0.1955923991172643,0.36573768838326537,0.17615519461347467,0.3455410465269348,0.41827990302952117,0.3161965962997527,0.22071779676112577,0.061596793063667325,0.3116374934291134,0.08574313682277625,0.24048822976417258,0.15357233626271038,0.2989625415166857,0.1538268110676427,0.34876864828379395,0.20904630499382235,0.18335560947734336,0.24597647947996412,0.13525286047289584,0.3335998356591719,1.0,0.1374719936460704,0.1387819322793852,0.33190254468885777,0.28731220619228615,0.3342031583872643,0.34255182910994075,0.2861878500759084,0.15837127030848172,0.3580315423550703,0.2794130960012458,0.26864373314001216,0.367956127909946,0.27015954132626485,0.45661532332095883,0.3465184426025526,0.11049954707730257,0.24506910765784357,0.3262634448622101,0.13286344943170336,0.07968449131299937,0.19933227993626107,0.2037839109250399,0.2707401488348074,0.21146864799205733
INFY.NS,0.0959625176446378,0.12318854877860634,0.10030661165211663,0.12542131393158779,0.1066336773398701,0.027658569205491215,0.194788072274171,0.23221661501434143,0.17206423320302258,0.24626250333805255,0.07846011962880456,0.1062261598199742,0.18670902488000293,0.1235490901253216,0.15440977617287888,0.16720072558553256,0.6625603698383817,0.17098171600114287,0.07567744965124294,0.09314281949755814,0.2240401005220369,0.1964023739158811,0.21050499925093147,0.1374719936460704,1.0,0.16681744882039753,0.22460940731376522,0.12913713510503924,0.1932090331344862,0.22656794194506538,0.0997275030228039,0.05432770944522947,0.11300969810979275,0.1758266502671688,0.04464505038320957,0.24506549963633986,0.17235839029932512,0.13758439297711147,0.11885572196256221,0.14866314802618433,0.25044967149315134,0.2019234742514908,0.6870340857001749,0.5963586376496527,0.15646059201817547,0.1717015839152463,0.19742546102278868,0.5754996028370646
ITC.NS,0.024177119243966805,0.10791985842458496,0.1546052593112309,0.20413240280171796,0.20086037112209976,0.16498790847091618,0.1945012072129488,0.1724649261373221,0.1666029619515373,0.2287921961272317,0.10959359338497747,0.16252891980580836,0.17656638339023162,0.1996447943312419,0.08818763644171931,0.23417034555552818,0.1623190718489335,0.10469677016335649,0.08146934978331294,0.11820664248786181,0.13749518519581078,0.37243325324997084,0.23958580930928217,0.1387819322793852,0.16681744882039753,1.0,0.2701540620583271,0.2585676105927983,0.19067432426804926,0.19983813447331422,0.23268174124842508,0.31098559350921195,0.16607978425424197,0.13719090133054235,0.09028031074677052,0.2899189978319908,0.11559348216288334,0.2087208226541213,0.13319178085418604,0.17099209960587328,0.27982101687507693,0.2045988459903887,0.14384960400311747,0.14728291761645915,0.24224356529089355,0.1595009508183863,0.19325389310217314,0.20019751264329977
JSWSTEEL.NS,0.26732356945631525,0.326271776631189,0.24924537207383374,0.19696645175687386,0.32835192077079,0.22825640822887147,0.300779647039228,0.3453262297660156,0.4132475896334776,0.3068059471511702,0.11822526024155938,0.4052140834970517,0.2441744206155409,0.2816305413819069,0.13829901338516895,0.4760860598222935,0.238414961906197,0.35421720192118783,0.19770653177954337,0.19519288432189477,0.6198395015820877,0.14568623717114504,0.3521638691163663,0.33190254468885777,0.22460940731376522,0.2701540620583271,1.0,0.2887165294041234,0.4217150301169131,0.38496815769716125,0.32479246204487533,0.18223612523480606,0.4667053109495866,0.40727059478071403,0.37002949321633455,0.4117019557368779,0.22632481073614982,0.3789696919692332,0.3194762478825758,0.1966564047010796,0.2288505992142636,0.7565226499923317,0.2086522966919439,0.2342459609989319,0.2853960487719548,0.25710214182983027,0.4691157475697412,0.33263539527737707
KOTAKBANK.NS,0.15723885968261989,0.2323599877852584,0.15774860930154674,0.1867712888559225,0.2896245107959933,0.08587802193845065,0.2840293195673465,0.26582239830363436,0.24425664676897021,0.3367023976947849,0.0477769751119238,0.2202135843442367,-0.006958057138078594,0.22235640532971818,0.14551420537190968,0.2735877100502768,0.1423727935193527,0.37874963883409773,0.1780640908732324,0.13963459003230347,0.18742426933504283,0.16846123402079183,0.46750765813019746,0.28731220619228615,0.12913713510503924,0.2585676105927983,0.2887165294041234,1.0,0.23934799423406664,0.2341332744024004,0.20973412404670252,0.15715813783343605,0.19849383089167685,0.20013882037535172,0.17673206251456167,0.3377343305970877,0.25041547925902385,0.3003440830223219,0.21091934840079304,0.11620713762194677,0.2074318121068212,0.22884990434151964,0.1254623405551055,0.15455765831071397,0.15779069867098464,0.10339415941331684,0.2771803460015759,0.2343166114172073
LT.NS,0.23782226670523318,0.35872394368089294,0.18463226255364482,0.15832956114211258,0.31854705078714096,0.1835292462923728,0.2526138942373936,0.27839343564129615,0.49188191780724616,0.2850300423892174,0.14352755214943974,0.426604422686099,0.1601893908906497,0.24656380112893922,0.1388163331432394,0.30943559186760866,0.19166417012171053,0.3310633863086947,0.17075396300793363,0.20145316050671988,0.2952671673259862,0.035228380502916,0.33715230409121427,0.3342031583872643,0.1932090331344862,0.19067432426804926,0.4217150301169131,0.23934799423406664,1.0,0.29453393826652396,0.27174039526008,0.09921933712936862,0.4580216247550194,0.4635809641189859,0.38943807716075085,0.4291532139336088,0.2707435581034625,0.4183144510056634,0.34082671437194456,0.15839955730478325,0.14504339106353836,0.4210564904370334,0.2195719778146392,0.16932565552538578,0.20720289989208804,0.1706253570382065,0.3806613814532408,0.28057969292266044
M&M.NS,0.2360203793590887,0.28439285657691954,0.2237719083866103,0.10997625014916852,0.26483604390541826,0.2826140724356613,0.24163914090645583,0.32499259983456313,0.35183627007792845,0.2492651364004379,0.10054841931299686,0.2694669522638105,0.18568160584370222,0.353757602624654,0.18495580306082926,0.3125081228025529,0.2045393978153009,0.3013475821584495,0.18717119924379133,0.3282801478880167,0.28070249317219015,0.1780471520908038,0.27375835350683814,0.34255182910994075,0.22656794194506538,0.19983813447331422,0.38496815769716125,0.2341332744024004,0.29453393826652396,1.0,0.3794612718275406,0.22784367340322653,0.3076380586680535,0.2768502065827718,0.27770435132756777,0.3211549494534025,0.24758698516483027,0.31806466081938956,0.28050099356556485,0.2507517214247545,0.19507954755107387,0.37454626826461823,0.20284293124477126,0.20561174109912336,0.27559549534513395,0.24167642004979978,0.38311044107632436,0.28286216146445625
MARUTI.NS,0.2135352524527759,0.25595516348262665,0.15040344283319224,0.20917140890034625,0.2532730891862323,0.33180477398539193,0.2331039645844539,0.2836510974046032,0.22350065953847356,0.2963337170640265,0.0848774631126993,0.25430486178917083,0.1026563493165937,0.358019771645851,0.11653000413835869,0.2878105022330067,0.20147466570136277,0.17387253264061914,0.21980512538985006,0.29457592580506403,0.24566201859629413,0.17988758814896155,0.2144328485994892,0.2861878500759084,0.0997275030228039,0.23268174124842508,0.32479246204487533,0.20973412404670252,0.27174039526008,0.3794612718275406,1.0,0.2175171163426384,0.28405776884758005,0.26567652413915366,0.24530086996311565,0.3031667767831331,0.28660676355489983,0.26639894809297926,0.2263215747197025,0.19320987072485105,0.18858911287133018,0.3514884838305291,0.15131011271960312,0.13966366566297939,0.2927433748401928,0.1875587009550724,0.3137380789021745,0.1784485908099453
NESTLEIND.NS,0.07961898071824365,0.0787693121316087,0.2387623843660191,0.2940999425812608,0.13152578925671285,0.1849004037727433,0.20519976941745421,0.2022596075366467,0.11320381646131217,0.12391484605401913,0.08654823818093861,0.11593172458112957,0.1715379882683605,0.15253255111227024,0.12248979379298955,0.26228972196720046,0.14303904878518184,0.07840491132919168,0.13425025203004146,0.22576471133497367,0.1357269486054869,0.4468219074233302,0.11291265854104626,0.15837127030848172,0.05432770944522947,0.31098559350921195,0.18223612523480606,0.15715813783343605,0.09921933712936862,0.22784367340322653,0.2175171163426384,1.0,0.08619550287365982,0.07900878063537095,0.1116497426304942,0.21190262783883476,0.18129578977483485,0.07609318205511163,0.11704550625807128,0.12913268651675586,0.3985920920746976,0.1075923097383142,0.16000942864368367,0.09227703403595089,0.23609806613044604,0.14848607209339532,0.2349213068500079,0.14380655088865602
NTPC.NS,0.32108002849773276,0.46261520256048355,0.17214144956157207,0.18887621068028884,0.34104910622196877,0.20593522038183684,0.2723388884720925,0.32190214288344626,0.5375101954288898,0.2698260792080682,0.099196228143006,0.5735079411099163,0.17225082921481447,0.24731541000407262,0.12431124001960123,0.36568847610430183,0.17095538009974048,0.30622545478797675,0.16555961503662942,0.1814937068107916,0.3262418418558202,0.005317092740531514,0.2920282009871523,0.3580315423550703,0.11300969810979275,0.16607978425424197,0.4667053109495866,0.19849383089167685,0.4580216247550194,0.3076380586680535,0.28405776884758005,0.08619550287365982,1.0,0.5905594803350397,0.6242946445571894,0.44944681216405474,0.21114355163880352,0.5063561840755814,0.3810314448621213,0.17862403633063825,0.18342252285708607,0.49706638118344093,0.10498527073602715,0.15023290390746433,0.2983483390801116,0.2221576451681108,0.3792453863103606,0.19959667185292715
ONGC.NS,0.26954325950749586,0.39242067828723537,0.15026196442988163,0.09615364038084613,0.29961324027021785,0.18464432656806803,0.2450981830499379,0.2702226945102146,0.5130776561049178,0.2876251032114337,0.0572784093238002,0.5793689153263667,0.142190696977073,0.2323812178929817,0.1251897436402426,0.32057329273528334,0.18286738557625856,0.2486070487807877,0.1487519141889332,0.21200428733409968,0.3912027659940485,0.030735803888783487,0.2601853102047482,0.2794130960012458,0.1758266502671688,0.13719090133054235,0.40727059478071403,0.20013882037535172,0.4635809641189859,0.2768502065827718,0.26567652413915366,0.07900878063537095,0.5905594803350397,1.0,0.46892882586412815,0.4735749313869019,0.21565914187990345,0.49219303381562873,0.38300884009004105,0.17234243134502916,0.1815895858001616,0.4610647234483094,0.1833918776967987,0.21945682887685358,0.1874313332021538,0.23021516402453648,0.32048921833181276,0.28762629265328543
POWERGRID.NS,0.22345979604147584,0.3893683842981771,0.20955065666296696,0.10806434886132148,0.2462283524702386,0.16487603308835114,0.17061989275514444,0.23103680088289286,0.4990098032677249,0.22210715433288963,0.10347803467481297,0.4534163088367201,0.13834902909746832,0.17943402874836392,0.13475943919010236,0.31537531710201844,0.08085202879416825,0.24246646212225462,0.08430372436870305,0.1810917702173617,0.29064027964614797,-0.015460523184321407,0.24267280799093963,0.26864373314001216,0.04464505038320957,0.09028031074677052,0.37002949321633455,0.17673206251456167,0.38943807716075085,0.27770435132756777,0.24530086996311565,0.1116497426304942,0.6242946445571894,0.46892882586412815,1.0,0.36191945556677413,0.13747354968374012,0.4229373213678108,0.3068038968768288,0.1760878708370799,0.1524830230152565,0.4105162268566422,0.07881889257849709,0.09594858287456381,0.20493700117593155,0.19032273068850897,0.3147012623213249,0.14962506744035964
RELIANCE.NS,0.33307033946154785,0.4032516950994751,0.22883678987669928,0.2455990340614515,0.40655741817100094,0.20733500929748216,0.34463788258803457,0.3566856954127773,0.4291941729964665,0.34648148892004726,0.08359636729600115,0.42647177526445873,0.16654727768353475,0.31445828316016083,0.17379369062651112,0.40785010606006467,0.2623011870759475,0.3375483967666233,0.22037991976498403,0.216633382912502,0.3400628795049815,0.16815874380502788,0.40350745385339337,0.367956127909946,0.24506549963633986,0.2899189978319908,0.4117019557368779,0.3377343305970877,0.4291532139336088,0.3211549494534025,0.3031667767831331,0.21190262783883476,0.44944681216405474,0.4735749313869019,0.36191945556677413,1.0,0.28304752736734345,0.4959080246174731,0.34880036766944933,0.22948182784109766,0.25309925305672637,0.41783176018143875,0.2484591178482252,0.23497657406217742,0.27160784163128876,0.2787299686773102,0.42208793688797547,0.3614125609660639
SBILIFE.NS,0.2667669645630367,0.32694813834263714,0.14968080268312578,0.17919563588984552,0.2267465968867337,0.18182997389815544,0.2979700731946887,0.40649189332051033,0.22613633107616973,0.24743403534097821,0.1311554907982333,0.23943548845965976,0.1810459255274988,0.2690732198820978,0.18878360905945352,0.2512209988609815,0.2144377678821819,0.21256849485050386,0.5931987581736798,0.2071124304978861,0.20663239170298475,0.23666741726540524,0.19944018049290307,0.27015954132626485,0.17235839029932512,0.11559348216288334,0.22632481073614982,0.25041547925902385,0.2707435581034625,0.24758698516483027,0.28660676355489983,0.18129578977483485,0.21114355163880352,0.21565914187990345,0.13747354968374012,0.28304752736734345,1.0,0.30494347100554653,0.2363441275727058,0.18620140002887037,0.19270585890707678,0.20777118733446265,0.19389309189218304,0.14506881378423933,0.2491658455854662,0.14517090277871014,0.22524990855525104,0.24108060812997795
SBIN.NS,0.41381266683464346,0.541260274735962,0.1764129185132132,0.10486830087549645,0.4937763655631712,0.13140500872487015,0.35110576823155204,0.4293865999102004,0.5315467729320662,0.2598447220178549,0.04022055928241915,0.46027432322087897,0.10245618309495978,0.28284681457873345,0.191837935917966,0.4087993739937938,0.19538220939438478,0.35468953166638456,0.2385858038415553,0.19976404258507552,0.31256518437796177,0.021194455555018157,0.4899540964981845,0.45661532332095883,0.13758439297711147,0.2087208226541213,0.3789696919692332,0.3003440830223219,0.4183144510056634,0.31806466081938956,0.26639894809297926,0.07609318205511163,0.5063561840755814,0.49219303381562873,0.4229373213678108,0.4959080246174731,0.30494347100554653,1.0,0.40520022273773487,0.12742583165862761,0.13567333111218172,0.4149631817298678,0.16940970058088992,0.1289142583377773,0.24817596073157994,0.2561321474158947,0.3665574988859137,0.25204764326239276
SHRIRAMFIN.NS,0.2433228320907458,0.33944927238549355,0.20676863599195625,0.18061929803389992,0.372496621974635,0.2393947857264833,0.366238149734798,0.39457308000925984,0.3489673304563179,0.24699556369810602,0.08619685118849514,0.3636123452626238,0.07560098228076581,0.2762343621519888,0.20284917830530141,0.2883828313478307,0.17204691392284333,0.2758930697489869,0.20144570290014482,0.24531012218470105,0.26788183753680483,0.0336569113075038,0.35560837665053935,0.3465184426025526,0.11885572196256221,0.13319178085418604,0.3194762478825758,0.21091934840079304,0.34082671437194456,0.28050099356556485,0.2263215747197025,0.11704550625807128,0.3810314448621213,0.38300884009004105,0.3068038968768288,0.34880036766944933,0.2363441275727058,0.40520022273773487,1.0,0.1513835766947773,0.1451880071641042,0.36017719923497116,0.11089470659861478,0.15592389517176933,0.22577578232848966,0.19878851492192554,0.32510151403094173,0.23414818973867513
SUNPHARMA.NS,0.14036536336098937,0.2094856268869433,0.2839878337865652,0.16062010646627303,0.10530711526584234,0.16191248070868464,0.1492679909906333,0.17528248852144684,0.14339979105500117,0.24135266602335873,0.3679533924125417,0.1874757130809562,0.3595286651038676,0.146730797569673,0.15495435548601816,0.22317633131568798,0.14025299132001556,0.09321297133900106,0.14741457416266457,0.19653982097203443,0.22345512685027405,0.09961817893226445,0.12265867525167531,0.11049954707730257,0.14866314802618433,0.17099209960587328,0.1966564047010796,0.11620713762194677,0.15839955730478325,0.2507517214247545,0.19320987072485105,0.12913268651675586,0.17862403633063825,0.17234243134502916,0.1760878708370799,0.22948182784109766,0.18620140002887037,0.12742583165862761,0.1513835766947773,1.0,0.14079509914588997,0.20662738236576111,0.16887766380639754,0.14727769149910633,0.19727295295389413,0.19898080751255756,0.19473115086170747,0.1907303464487665
TATACONSUM.NS,0.1195151356154979,0.16255195847892867,0.14543188761564751,0.27085285642766643,0.169976346375076,0.1696070607312567,0.2111094765336385,0.25269512857733417,0.1816981176116936,0.24066294671408048,0.06463747701961238,0.1987994800993623,0.11914896075927427,0.18672994194426754,0.059953196634901416,0.3131408465973735,0.21120510857047115,0.14934497090258866,0.19234550262627664,0.20828555921400804,0.1856991743934178,0.39668087755789144,0.1538874264005961,0.24506910765784357,0.25044967149315134,0.27982101687507693,0.2288505992142636,0.2074318121068212,0.14504339106353836,0.19507954755107387,0.18858911287133018,0.3985920920746976,0.18342252285708607,0.1815895858001616,0.1524830230152565,0.25309925305672637,0.19270585890707678,0.13567333111218172,0.1451880071641042,0.14079509914588997,1.0,0.22150966201957253,0.26928166061689873,0.215700665078437,0.2918307998466232,0.23129472069307727,0.23575211503429594,0.2550042362117724
TATASTEEL.NS,0.2292807552445353,0.32551945498333684,0.22099010458921872,0.1621795810488477,0.33188980813391017,0.2745049913782139,0.2802258927592036,0.34704146489436005,0.4632408519630001,0.2837710310888138,0.11343113545253916,0.5007251675733653,0.1946191265212634,0.28716193442305704,0.13529074333781566,0.43301363474277,0.2695782154280661,0.3517903445274055,0.20320220253959762,0.2771318076727695,0.6725001609251932,0.08360403074587423,0.30602367243954837,0.3262634448622101,0.2019234742514908,0.2045988459903887,0.7565226499923317,0.22884990434151964,0.4210564904370334,0.37454626826461823,0.3514884838305291,0.1075923097383142,0.49706638118344093,0.4610647234483094,0.4105162268566422,0.41783176018143875,0.20777118733446265,0.4149631817298678,0.36017719923497116,0.20662738236576111,0.22150966201957253,1.0,0.23150185879847662,0.2586000226520429,0.24218444890059537,0.2293529150423149,0.3982049474788298,0.3347777769561999
TCS.NS,0.11480484838058368,0.12160988031773359,0.10794761877994785,0.1794138272423889,0.1477074536229453,0.05746509030331979,0.20259403506401716,0.23624020148133468,0.1374123849954986,0.1901075952392535,0.08997377885519595,0.12057930858213957,0.17676310314132604,0.14133938133752136,0.13599721724260538,0.19376491033722018,0.6350322729589348,0.1299236978116336,0.11229023535027016,0.13842276950005114,0.20972296771127225,0.18550244514443015,0.1864978292065753,0.13286344943170336,0.6870340857001749,0.14384960400311747,0.2086522966919439,0.1254623405551055,0.2195719778146392,0.20284293124477126,0.15131011271960312,0.16000942864368367,0.10498527073602715,0.1833918776967987,0.07881889257849709,0.2484591178482252,0.19389309189218304,0.16940970058088992,0.11089470659861478,0.16887766380639754,0.26928166061689873,0.23150185879847662,1.0,0.568972193941283,0.14284252213219595,0.12714964910016474,0.2058299361662404,0.6015973302139134
TECHM.NS,0.1255964068032838,0.13312920351704277,0.20111118805750583,0.15225566345441233,0.11603969016427558,0.046246467834578205,0.17169284362836462,0.1758534474827766,0.19263851232535228,0.2225251189672479,0.04810894729015912,0.1678792107914199,0.16341601903793435,0.16360932756038926,0.1612754603729162,0.16731606540956803,0.5289183023278189,0.1887495953630551,0.11538019666847735,0.11538114553432581,0.23524008003664737,0.13013131440895262,0.14584889047240288,0.07968449131299937,0.5963586376496527,0.14728291761645915,0.2342459609989319,0.15455765831071397,0.16932565552538578,0.20561174109912336,0.13966366566297939,0.09227703403595089,0.15023290390746433,0.21945682887685358,0.09594858287456381,0.23497657406217742,0.14506881378423933,0.1289142583377773,0.15592389517176933,0.14727769149910633,0.215700665078437,0.2586000226520429,0.568972193941283,1.0,0.17419126600469462,0.16229700351786,0.1873655557896923,0.5709738413292229
TITAN.NS,0.18681251475308694,0.2803174974482131,0.224079737070009,0.28200863587743147,0.1753689001328543,0.1847429353874293,0.29896902108644074,0.3750592263115098,0.19230979857152666,0.23621220627170772,0.0811605004205459,0.23087495673476613,0.1108351512665284,0.2202703810099292,0.13687590573184555,0.34671132297414875,0.1694980137762273,0.19638303240270152,0.22032357388599744,0.2686119744310227,0.19882611803974554,0.18168644788586516,0.16435557941967902,0.19933227993626107,0.15646059201817547,0.24224356529089355,0.2853960487719548,0.15779069867098464,0.20720289989208804,0.27559549534513395,0.2927433748401928,0.23609806613044604,0.2983483390801116,0.1874313332021538,0.20493700117593155,0.27160784163128876,0.2491658455854662,0.24817596073157994,0.22577578232848966,0.19727295295389413,0.2918307998466232,0.24218444890059537,0.14284252213219595,0.17419126600469462,1.0,0.2246764199877432,0.32361363764307577,0.21515420604573043
TRENT.NS,0.1376805885249246,0.1972051440083285,0.11444692700770591,0.22301094399772584,0.19758307193111235,0.20021150640550722,0.22991874466817958,0.22969731148688177,0.26542726977153697,0.2025376249513081,0.12069588724737432,0.2340269051177708,0.12357293549847159,0.2322871442840553,0.10656558589094027,0.24739871234577965,0.1770100806312299,0.12607466347797497,0.14390428380958498,0.1960902246161747,0.2670926788846707,0.1292753097128002,0.14969358700698707,0.2037839109250399,0.1717015839152463,0.1595009508183863,0.25710214182983027,0.10339415941331684,0.1706253570382065,0.24167642004979978,0.1875587009550724,0.14848607209339532,0.2221576451681108,0.23021516402453648,0.19032273068850897,0.2787299686773102,0.14517090277871014,0.2561321474158947,0.19878851492192554,0.19898080751255756,0.23129472069307727,0.2293529150423149,0.12714964910016474,0.16229700351786,0.2246764199877432,1.0,0.2518936883740432,0.16463342720444757
ULTRACEMCO.NS,0.2283336607192581,0.3253034606349924,0.23857527448281823,0.2144125982266085,0.3217839789071783,0.21060200534845627,0.3547009151138426,0.3616288272206568,0.35140265321340697,0.26721726098456267,0.07988548348950116,0.27743414626843427,0.20598081719099515,0.23424627135250756,0.16994164719000596,0.5704127862122806,0.21659734232841107,0.3152904810205616,0.1905079319685188,0.256228572192151,0.2717030443306365,0.15502543418712267,0.3596097043220505,0.2707401488348074,0.19742546102278868,0.19325389310217314,0.4691157475697412,0.2771803460015759,0.3806613814532408,0.38311044107632436,0.3137380789021745,0.2349213068500079,0.3792453863103606,0.32048921833181276,0.3147012623213249,0.42208793688797547,0.22524990855525104,0.3665574988859137,0.32510151403094173,0.19473115086170747,0.23575211503429594,0.3982049474788298,0.2058299361662404,0.1873655557896923,0.32361363764307577,0.2518936883740432,1.0,0.27656388151305356
WIPRO.NS,0.14258731407596603,0.19513801056578572,0.20410386073529505,0.13328089248365058,0.20874258346430213,0.08978736826970032,0.22101996792183695,0.2695019799725244,0.2532428850364276,0.22815742495642588,0.0903622308705161,0.25093888283667254,0.25206485891550917,0.21976891399285675,0.1498323084624291,0.2538047842414844,0.589577921364371,0.24083680725944231,0.16715239275409768,0.19973245242237808,0.29509948421921656,0.1860754695313281,0.23297681232921882,0.21146864799205733,0.5754996028370646,0.20019751264329977,0.33263539527737707,0.2343166114172073,0.28057969292266044,0.28286216146445625,0.1784485908099453,0.14380655088865602,0.19959667185292715,0.28762629265328543,0.14962506744035964,0.3614125609660639,0.24108060812997795,0.25204764326239276,0.23414818973867513,0.1907303464487665,0.2550042362117724,0.3347777769561999,0.6015973302139134,0.5709738413292229,0.21515420604573043,0.16463342720444757,0.27656388151305356,1.0
