VaR,ParametricVaR,CVaR,Beta,Drawdown,TrackingError,InformationRatio,TreynorRatio,OmegaRatio,CalmarRatio,DownsideDeviation,ExpectedShortfall
0.011786833596944955,0.012232636186839615,0.01611573568406644,0.7818127043124627,-0.16875325084908985,0.06689658333443381,0.6238729852500674,-0.08221517206395398,1.1088082353808828,0.004285155927528631,0.0757022720979692,0.01611573568406644
